ts_code,trade_date,close,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv,circ_mv
000568.SZ,20260416,103.05,11.2584,11.9981,3.1813,4.8622,5.0527,5.7747,5.7739,15168361.9287,15161297.1711
000568.SZ,20260415,103.09,11.2627,12.0027,3.1825,4.8641,5.0547,5.7724,5.7717,15174249.6966,15167182.1967
000568.SZ,20260414,103.21,11.2758,12.0167,3.1862,4.8698,5.0606,5.7657,5.765,15191913.0001,15184837.2734
000568.SZ,20260413,102.43,11.1906,11.9259,3.1621,4.833,5.0223,5.8096,5.8089,15077101.527,15070079.2745
000568.SZ,20260410,102.51,11.1994,11.9352,3.1646,4.8368,5.0262,5.8051,5.8043,15088877.0627,15081849.3256
000568.SZ,20260409,102.8,11.231,11.969,3.1736,4.8504,5.0405,5.7887,5.788,15131563.3796,15124515.7612
000568.SZ,20260408,105.03,11.4747,12.2286,3.2424,4.9557,5.1498,5.6658,5.6651,15459806.4374,15452605.9377
000568.SZ,20260407,103.49,11.3064,12.0493,3.1949,4.883,5.0743,5.7501,5.7494,15233127.3751,15226032.4526
000568.SZ,20260403,104.27,11.3916,12.1401,3.2189,4.9198,5.1125,5.7071,5.7064,15347938.8482,15340790.4515
000568.SZ,20260402,105.96,11.5763,12.3369,3.2711,4.9995,5.1954,5.6161,5.6154,15596697.0399,15589432.7826
000568.SZ,20260401,106.26,11.609,12.3718,3.2804,5.0137,5.2101,5.6002,5.5995,15640855.2988,15633570.4745
000568.SZ,20260331,104.68,11.4364,12.1878,3.2316,4.9391,5.1326,5.6847,5.684,15408288.4687,15401111.9638
000568.SZ,20260330,105.3,11.5042,12.26,3.2507,4.9684,5.163,5.6513,5.6506,15499548.8704,15492329.8604
000568.SZ,20260327,103.78,11.3381,12.0831,3.2038,4.8967,5.0885,5.734,5.7333,15275813.692,15268698.8881
000568.SZ,20260326,101.9,11.1327,11.8642,3.1458,4.808,4.9963,5.8398,5.8391,14999088.603,14992102.6854
000568.SZ,20260325,103.84,11.3447,12.09,3.2057,4.8995,5.0915,5.7307,5.73,15284645.3438,15277526.4264
000568.SZ,20260324,103.39,11.2955,12.0377,3.1918,4.8783,5.0694,5.7557,5.7549,15218407.9555,15211319.8886
000568.SZ,20260323,102.44,11.1917,11.927,3.1624,4.8335,5.0228,5.809,5.8083,15078573.469,15071550.5309
000568.SZ,20260320,105.2,11.4932,12.2484,3.2476,4.9637,5.1581,5.6566,5.6559,15484829.4508,15477617.2964
000568.SZ,20260319,105.4,11.5151,12.2717,3.2538,4.9731,5.168,5.6459,5.6452,15514268.29,15507042.4244
000568.SZ,20260318,106.85,11.6735,12.4405,3.2986,5.0415,5.239,5.5693,5.5686,15727699.8747,15720374.6019
000568.SZ,20260317,108.13,11.8133,12.5895,3.3381,5.1019,5.3018,5.5034,5.5027,15916108.4459,15908695.4208
000568.SZ,20260316,108.62,11.8669,12.6466,3.3532,5.1251,5.3258,5.4785,5.4778,15988233.6021,15980786.9842
000568.SZ,20260313,107.86,11.7839,12.5581,3.3298,5.0892,5.2886,5.5171,5.5164,15876366.0129,15868971.498
000568.SZ,20260312,105.18,11.4911,12.2461,3.247,4.9627,5.1572,5.6577,5.657,15481885.5668,15474674.7836
000568.SZ,20260311,104.8,11.4495,12.2018,3.2353,4.9448,5.1385,5.6782,5.6775,15425951.7722,15418767.0406
000568.SZ,20260310,105.07,11.479,12.2333,3.2436,4.9575,5.1518,5.6636,5.6629,15465694.2052,15458490.9633
000568.SZ,20260309,105.01,11.4725,12.2263,3.2418,4.9547,5.1488,5.6669,5.6662,15456862.5535,15449663.4249
000568.SZ,20260306,105.98,11.5785,12.3392,3.2717,5.0005,5.1964,5.615,5.6143,15599640.9239,15592375.2954
000568.SZ,20260305,103.93,11.3545,12.1005,3.2084,4.9038,5.0959,5.7258,5.725,15297892.8215,15290767.734
000568.SZ,20260304,103.64,11.3228,12.0668,3.1995,4.8901,5.0817,5.7418,5.7411,15255206.5045,15248101.2985
000568.SZ,20260303,107.5,11.7445,12.5162,3.3186,5.0722,5.2709,5.5356,5.5349,15823376.1023,15816006.2678
000568.SZ,20260302,108.17,11.8177,12.5942,3.3393,5.1038,5.3038,5.5013,5.5006,15921996.2138,15914580.4463
000568.SZ,20260227,110.5,12.0723,12.8655,3.4113,5.2138,5.418,5.3853,5.3846,16264958.6912,16257383.1869
000568.SZ,20260226,111.0,12.1269,12.9237,3.4267,5.2373,5.4425,5.3611,5.3604,16338555.7893,16330946.0067
000568.SZ,20260225,112.92,12.3367,13.1472,3.486,5.3279,5.5367,5.2699,5.2692,16621168.6462,16613427.2349
000568.SZ,20260224,112.5,12.2908,13.0983,3.473,5.3081,5.5161,5.2896,5.2889,16559347.0838,16551634.4663
000568.SZ,20260213,116.25,12.7005,13.5349,3.5888,5.4851,5.6999,5.1189,5.1183,17111325.3199,17080214.7274
000568.SZ,20260212,115.62,12.6316,13.4616,3.5693,5.4553,5.6691,5.1468,5.1462,17018592.9762,16987650.983
000568.SZ,20260211,117.94,12.8851,13.7317,3.6409,5.5648,5.7828,5.0456,5.045,17360083.5116,17328520.6447
000568.SZ,20260210,118.19,12.9124,13.7608,3.6487,5.5766,5.7951,5.0349,5.0343,17396882.0607,17365252.2893
000568.SZ,20260209,121.29,13.2511,14.1217,3.7444,5.7229,5.9471,4.9062,4.9056,17853184.0692,17820724.682
000568.SZ,20260206,122.83,13.4193,14.301,3.7919,5.7955,6.0226,4.8447,4.8441,18079863.1315,18046991.6126
000568.SZ,20260205,125.46,13.7067,14.6073,3.8731,5.9196,6.1515,4.7432,4.7426,18466983.8678,18433408.5135
000568.SZ,20260204,126.3,13.7984,14.7051,3.899,5.9593,6.1927,4.7116,4.711,18590626.9927,18556826.8393
000568.SZ,20260203,122.3,13.3614,14.2393,3.7755,5.7705,5.9966,4.8657,4.8651,18001850.2075,17969120.5261
000568.SZ,20260202,122.0,13.3287,14.2044,3.7663,5.7564,5.9819,4.8777,4.8771,17957691.9486,17925042.5526
000568.SZ,20260130,120.9,13.2085,14.0763,3.7323,5.7045,5.9279,4.9221,4.9214,17795778.3327,17763423.3165
000568.SZ,20260129,124.23,13.5723,14.464,3.6808,5.8616,6.0912,4.7901,3.6964,18285935.0063,18252688.8222
000568.SZ,20260128,112.94,12.3388,13.1496,3.3463,5.3289,5.5377,5.269,4.0659,16624112.5301,16593887.7532
000568.SZ,20260127,112.36,12.2755,13.082,3.3291,5.3015,5.5092,5.2962,4.0869,16538739.8963,16508670.3378
000568.SZ,20260126,112.43,12.2831,13.0902,3.3312,5.3048,5.5126,5.2929,4.0843,16549043.49,16518955.1983
000568.SZ,20260123,112.04,12.2405,13.0448,3.3196,5.2864,5.4935,5.3113,5.3113,16491637.7535,16461653.8327
000568.SZ,20260122,112.35,12.2744,13.0809,3.3288,5.301,5.5087,5.2966,5.2966,16537267.9543,16507201.072
000568.SZ,20260121,113.18,12.3651,13.1775,3.3534,5.3402,5.5494,5.2578,5.2578,16659439.1372,16629150.132
000568.SZ,20260120,116.26,12.7016,13.5361,3.4447,5.4855,5.7004,5.1185,5.1185,17112797.2618,17081683.9932
000568.SZ,20260119,113.59,12.4099,13.2252,3.3656,5.3596,5.5695,5.2388,5.2388,16719788.7577,16689390.0291
000568.SZ,20260116,114.28,12.4852,13.3056,3.386,5.3921,5.6034,5.2072,5.2072,16821352.7532,16790769.3681
000568.SZ,20260115,115.36,12.6032,13.4313,3.418,5.4431,5.6563,5.1584,5.1584,16980322.4852,16949450.0727
000568.SZ,20260114,116.86,12.7671,13.606,3.4624,5.5138,5.7299,5.0922,5.0922,17201113.7796,17169839.9401
000568.SZ,20260113,118.0,12.8917,13.7387,3.4962,5.5676,5.7858,5.043,5.043,17368915.1634,17337336.2394
000568.SZ,20260112,119.29,13.0326,13.8889,3.5344,5.6285,5.849,4.9885,4.9885,17558795.6766,17526871.5254
000568.SZ,20260109,116.86,12.7671,13.606,3.4624,5.5138,5.7299,5.0922,5.0922,17201113.7796,17169839.9401
000568.SZ,20260108,116.59,12.7376,13.5745,3.4544,5.5011,5.7166,5.104,5.104,17161371.3466,17130169.764
000568.SZ,20260107,117.12,12.7955,13.6362,3.4702,5.5261,5.7426,5.0809,5.0809,17239384.2707,17208040.8505
000568.SZ,20260106,118.62,12.9594,13.8109,3.5146,5.5969,5.8162,5.0167,5.0167,17460175.5651,17428430.7179
000568.SZ,20260105,118.0,12.8917,13.7387,3.4962,5.5676,5.7858,5.043,5.043,17368915.1634,17337336.2394
000568.SZ,20251231,116.22,12.6972,13.5314,3.4435,5.4836,5.6985,4.6465,5.1203,17106909.494,17075806.93
000568.SZ,20251230,117.85,12.8753,13.7212,3.4918,5.5606,5.7784,4.5822,5.0495,17346836.034,17315297.2527
000568.SZ,20251229,117.21,12.8054,13.6467,3.4728,5.5304,5.747,4.6073,5.077,17252631.7483,17221264.2425
000568.SZ,20251226,119.39,13.0435,13.9005,3.5374,5.6332,5.8539,4.5231,4.9843,17573515.0963,17541564.1832
000568.SZ,20251225,120.72,13.1888,14.0554,3.5768,5.696,5.9191,4.4733,4.9294,17769283.3773,17736976.5324
000568.SZ,20251224,119.94,13.1036,13.9646,3.5537,5.6592,5.8809,4.5024,4.9615,17654471.9042,17622373.8013
000568.SZ,20251223,120.4,13.1539,14.0181,3.5673,5.6809,5.9034,4.4852,4.9425,17722181.2345,17689960.0273
000568.SZ,20251222,121.33,13.2555,14.1264,3.5949,5.7247,5.949,4.4508,4.9046,17859071.8371,17826601.7451
000568.SZ,20251219,122.09,13.3385,14.2149,3.6174,5.7606,5.9863,4.4231,4.8741,17970939.4263,17938265.9446
000568.SZ,20251218,121.97,13.3254,14.2009,3.6139,5.7549,5.9804,4.4275,4.8789,17953276.1227,17920634.7553
000568.SZ,20251217,122.11,13.3407,14.2172,3.618,5.7616,5.9873,4.4224,4.8733,17973883.3102,17941204.4762
000568.SZ,20251216,122.86,13.4226,14.3045,3.6402,5.7969,6.024,4.3954,4.8435,18084278.9574,18051399.4099
000568.SZ,20251215,122.81,13.4172,14.2987,3.6387,5.7946,6.0216,4.3972,4.8455,18076919.2476,18044053.081
000568.SZ,20251212,122.98,13.4357,14.3185,3.6438,5.8026,6.0299,4.3911,4.8388,18101942.261,18069030.5993
000568.SZ,20251211,121.4,13.2631,14.1345,3.597,5.7281,5.9525,4.4482,4.9018,17869375.4308,17836886.6056
000568.SZ,20251210,122.62,13.3964,14.2766,3.6331,5.7856,6.0123,4.404,4.853,18048952.3503,18016137.0311
000568.SZ,20251209,122.12,13.3418,14.2184,3.6183,5.762,5.9878,4.422,4.8729,17975355.2522,17942673.742
000568.SZ,20251208,125.38,13.6979,14.5979,3.7149,5.9158,6.1476,4.307,4.7462,18455208.3321,18421654.3873
000568.SZ,20251205,128.35,14.0224,14.9437,3.8029,6.056,6.2932,4.2074,4.6364,18892375.0951,18858026.3248
000568.SZ,20251204,127.71,13.9525,14.8692,3.7839,6.0258,6.2619,4.2285,4.6596,18798170.8095,18763993.3147
000568.SZ,20251203,132.7,14.4977,15.4502,3.9318,6.2612,6.5065,4.0695,4.4844,19532669.849,19497156.9404
000568.SZ,20251202,133.69,14.6058,15.5655,3.9611,6.3079,6.5551,4.0393,4.4512,19678392.1033,19642614.2529
000568.SZ,20251201,135.76,14.832,15.8065,4.0224,6.4056,6.6566,3.9777,4.3833,19983084.0897,19946752.27
000568.SZ,20251128,135.88,14.8451,15.8204,4.026,6.4113,6.6624,3.9742,4.3794,20000747.3932,19964383.4594
000568.SZ,20251127,135.01,14.75,15.7192,4.0002,6.3702,6.6198,3.9998,4.4077,19872688.4425,19836557.3363
000568.SZ,20251126,134.93,14.7413,15.7098,3.9978,6.3664,6.6159,4.0022,4.4103,19860912.9068,19824803.21
000568.SZ,20251125,133.59,14.5949,15.5538,3.9581,6.3032,6.5502,4.0423,4.4545,19663672.6837,19627921.5951
000568.SZ,20251124,132.92,14.5217,15.4758,3.9383,6.2716,6.5173,4.0627,4.477,19565052.5722,19529480.7876
000568.SZ,20251121,134.2,14.6616,15.6249,3.9762,6.332,6.5801,4.0239,4.4342,19753589.1703,19719968.8495
000568.SZ,20251120,136.85,14.9511,15.9335,4.0547,6.4571,6.71,3.946,4.3484,20143656.3186,20109372.1092
000568.SZ,20251119,137.14,14.9828,15.9673,4.0633,6.4708,6.7243,3.9377,4.3392,20186342.9121,20151986.0508
000568.SZ,20251118,139.75,15.268,16.2711,4.1406,6.5939,6.8522,3.8641,4.2581,20570522.2544,20535511.5254
000568.SZ,20251117,140.0,15.2953,16.3002,4.148,6.6057,6.8645,3.8572,4.2505,20607321.042,20572247.682
000568.SZ,20251114,139.62,15.2538,16.256,4.1368,6.5878,6.8459,3.8677,4.2621,20551386.8849,20516408.724
000568.SZ,20251113,143.32,15.658,16.6868,4.2464,6.7624,7.0273,3.7679,4.1521,21096008.941,21060103.8413
000568.SZ,20251112,141.87,15.4996,16.518,4.2034,6.6939,6.9562,3.8064,4.1945,20882575.9731,20847034.1332
000568.SZ,20251111,141.64,15.4745,16.4912,4.1966,6.6831,6.9449,3.8126,4.2013,20848721.0885,20813236.8691
000568.SZ,20251110,142.49,15.5673,16.5902,4.2218,6.7232,6.9866,3.7898,4.1763,20973836.9662,20938139.8015
000568.SZ,20251107,131.65,14.383,15.328,3.9006,6.2117,6.4551,4.1019,4.5201,19378241.537,19345260.0524
000568.SZ,20251106,131.9,14.4103,15.3572,3.908,6.2235,6.4673,4.0941,4.5116,19415040.3246,19381996.209
000568.SZ,20251105,132.17,14.4398,15.3886,3.916,6.2363,6.4806,4.0857,4.5023,19454783.0152,19421671.2581
000568.SZ,20251104,133.1,14.5414,15.4969,3.9436,6.2801,6.5262,4.0572,4.4709,19591674.5049,19558329.7605
000568.SZ,20251103,135.04,14.7534,15.7227,4.0011,6.3717,6.6213,3.9989,4.4067,19877233.0965,19843402.3356
000568.SZ,20251031,134.54,14.6988,15.6645,3.9863,6.3481,6.5968,4.0138,4.423,19803635.5214,19769930.0224
000568.SZ,20251030,129.88,14.1897,14.5844,4.8057,6.1282,6.2181,4.1578,4.5817,19117706.121,19085168.0638
000568.SZ,20251029,129.87,14.1886,14.5832,4.8053,6.1277,6.2177,4.1581,4.5821,19116234.1695,19083698.6176
000568.SZ,20251028,130.49,14.2563,14.6529,4.8283,6.157,6.2473,4.1384,4.5603,19207495.1626,19174804.2859
000568.SZ,20251027,129.4,14.1372,14.5305,4.7879,6.1056,6.1952,4.1732,4.5987,19047052.4488,19014634.6432
000568.SZ,20251024,130.24,14.229,14.6248,4.819,6.1452,6.2354,4.1463,4.5691,19170696.3751,19138068.1293
000568.SZ,20251023,136.58,14.9216,15.3367,5.0536,6.4443,6.5389,3.9538,4.357,20103913.628,20069697.0601
000568.SZ,20251022,134.67,14.713,15.1222,4.9829,6.3542,6.4475,4.0099,4.4188,19822770.8909,19789032.8238
000568.SZ,20251021,134.21,14.6627,15.0706,4.9659,6.3325,6.4254,4.0236,4.4339,19755061.1218,19721438.2957
000568.SZ,20251020,133.15,14.5469,14.9516,4.9267,6.2825,6.3747,4.0557,4.4692,19599034.2624,19565676.9918
000568.SZ,20251017,135.0,14.749,15.1593,4.9951,6.3698,6.4633,4.0001,4.408,19871345.2905,19837524.5505
000568.SZ,20251016,137.05,14.973,15.3895,5.071,6.4665,6.5614,3.9403,4.342,20173095.3486,20138761.0344
000568.SZ,20251015,134.62,14.7075,15.1166,4.9811,6.3519,6.4451,4.0114,4.4204,19815411.1334,19781685.5925
000568.SZ,20251014,132.65,14.4923,14.8954,4.9082,6.2589,6.3507,4.071,4.486,19525436.6873,19492204.6787
000568.SZ,20251013,127.3,13.9078,14.2947,4.7102,6.0065,6.0946,4.2421,4.6746,18737942.6332,18706050.928
000568.SZ,20251010,128.87,14.0793,14.471,4.7683,6.0806,6.1698,4.1904,4.6176,18969039.0192,18936753.9913
000568.SZ,20251009,129.86,14.1875,14.5821,4.805,6.1273,6.2172,4.1584,4.5824,19114762.218,19082229.1713
000568.SZ,20250930,131.92,14.4125,14.8134,4.8812,6.2245,6.3158,4.0935,4.5109,19417984.2276,19384935.1015
000568.SZ,20250929,133.06,14.5371,14.9415,4.9234,6.2783,6.3704,4.0584,4.4722,19585786.6989,19552451.9755
000568.SZ,20250926,127.58,13.9384,14.3261,4.7206,6.0197,6.108,4.2327,4.6643,18779157.2753,18745908.1412
000568.SZ,20250925,129.46,14.1438,14.5372,4.7902,6.1084,6.198,4.1713,4.5966,19055884.1578,19022145.0694
000568.SZ,20250924,131.91,14.4114,14.8123,4.8808,6.224,6.3153,4.0938,4.5112,19416512.2761,19382134.6833
000568.SZ,20250923,132.61,14.4879,14.8909,4.9067,6.257,6.3488,4.0722,4.4874,19519548.8813,19484988.8587
000568.SZ,20250922,133.58,14.5939,14.9998,4.9426,6.3028,6.3953,4.0426,4.4548,19662328.1771,19627515.359
000568.SZ,20250919,134.85,14.7326,15.1425,4.9896,6.3627,6.4561,4.0045,4.4129,19849266.018,19814122.2201
000568.SZ,20250918,133.7,14.607,15.0133,4.947,6.3084,6.401,4.039,4.4508,19679991.5951,19645147.5033
000568.SZ,20250917,137.0,14.9675,15.3839,5.0691,6.4642,6.559,3.9417,4.3436,20165735.5911,20130031.4731
000568.SZ,20250916,138.45,15.1259,15.5467,5.1228,6.5326,6.6284,3.9004,4.2981,20379168.559,20340587.8051
000568.SZ,20250915,139.1,15.197,15.6197,5.1468,6.5632,6.6595,3.8822,4.278,20474845.4067,20436083.5225
000568.SZ,20250912,139.0,15.186,15.6085,5.1431,6.5585,6.6548,3.885,4.2811,20460125.8917,20421391.8737
000568.SZ,20250911,140.46,15.3455,15.7724,5.1972,6.6274,6.7247,3.8446,4.2366,20675030.8111,20635889.9466
000568.SZ,20250910,139.58,15.2494,15.6736,5.1646,6.5859,6.6825,3.8688,4.2633,20545499.0789,20506603.4369
000568.SZ,20250909,140.31,15.3292,15.7556,5.1916,6.6203,6.7175,3.8487,4.2411,20652951.5386,20613852.4734
000568.SZ,20250908,139.88,15.2822,15.7073,5.1757,6.6,6.6969,3.8605,4.2542,20589657.624,20550678.3834
000568.SZ,20250905,135.9,14.8474,15.2604,5.0284,6.4123,6.5063,3.9736,4.3788,20003820.9258,19965950.76
000568.SZ,20250904,134.09,14.6496,15.0571,4.9615,6.3268,6.4197,4.0272,4.4379,19737397.7037,19700031.9161
000568.SZ,20250903,135.59,14.8135,15.2255,5.017,6.3976,6.4915,3.9827,4.3888,19958190.4292,19920406.6486
000568.SZ,20250902,137.05,14.973,15.3895,5.071,6.4665,6.5614,3.9403,4.342,20173095.3486,20134904.7215
000568.SZ,20250901,135.85,14.8419,15.2547,4.6068,6.4099,6.504,3.9751,4.3804,19996461.1683,19958604.9356
000568.SZ,20250829,137.19,14.9883,14.9674,4.6523,6.4731,6.4393,3.9362,4.3376,20193702.6697,20158165.5208
000568.SZ,20250828,133.72,14.6092,14.5888,4.5346,6.3094,6.2764,4.0384,4.4501,19682935.4981,19648297.2042
000568.SZ,20250827,133.82,14.6201,14.5997,4.538,6.3141,6.2811,4.0354,4.4468,19697655.0131,19662990.8156
000568.SZ,20250826,140.83,15.386,15.3645,4.7757,6.6449,6.6102,3.8345,4.2255,20729493.0167,20693012.9769
000568.SZ,20250825,138.99,15.1849,15.1638,4.7133,6.558,6.5238,3.8853,4.2814,20458653.9402,20422650.5266
000568.SZ,20250822,130.69,14.2782,14.2582,4.4319,6.1664,6.1342,4.132,4.5533,19236934.1927,19203080.7779
000568.SZ,20250821,129.65,14.1645,14.1448,4.3966,6.1174,6.0854,4.1652,4.5898,19083851.2364,19050267.219
000568.SZ,20250820,130.31,14.2366,14.2168,4.419,6.1485,6.1164,4.1441,4.5666,19181000.0356,19147245.0544
000568.SZ,20250819,126.4,13.8095,13.7902,4.2864,5.964,5.9329,4.2723,4.7079,18605466.9979,18572724.8475
000568.SZ,20250818,124.83,13.6379,13.6189,4.2331,5.8899,5.8592,4.326,4.7671,18374370.6119,18342035.1481
000568.SZ,20250815,124.7,13.6237,13.6047,4.2287,5.8838,5.8531,4.3305,4.772,18355235.2424,18322933.4532
000568.SZ,20250814,124.68,13.6215,13.6025,4.228,5.8829,5.8521,4.3312,4.7728,18352291.3394,18319994.7309
000568.SZ,20250813,125.76,13.7395,13.7204,4.2647,5.9338,5.9028,4.294,4.7318,18511262.1017,18478685.7344
000568.SZ,20250812,125.43,13.7035,13.6844,4.2535,5.9182,5.8873,4.3053,4.7443,18462687.7021,18430196.8166
000568.SZ,20250811,126.08,13.7745,13.7553,4.2755,5.9489,5.9178,4.2831,4.7198,18558364.5498,18525705.2909
000568.SZ,20250808,122.15,13.3451,13.3265,4.1423,5.7635,5.7334,4.4209,4.8717,17979887.6091,17948246.3617
000568.SZ,20250807,128.4,14.028,14.0084,3.7675,6.0584,6.0267,4.2057,5.2639,18899857.2985,18866597.0761
000568.SZ,20250806,127.58,13.9384,13.9189,3.7435,6.0197,5.9882,4.2327,5.2978,18779157.2753,18746109.4624
000568.SZ,20250805,127.01,13.8761,13.8567,3.7267,5.9928,5.9615,4.2517,5.3215,18695256.0396,18662355.8772
000568.SZ,20250804,124.05,13.5527,13.5338,3.6399,5.8531,5.8226,4.3532,5.4485,18259558.3947,18227424.9789
000568.SZ,20250801,123.06,13.4446,13.4258,3.6108,5.8064,5.7761,4.3882,5.4923,18113835.1959,18081958.2258
000568.SZ,20250731,122.9,13.4271,13.4083,3.6061,5.7989,5.7686,4.3939,5.4995,18090283.9719,18058448.4475
000568.SZ,20250730,127.09,13.8848,13.8655,3.7291,5.9966,5.9653,4.2491,5.3182,18707031.6516,18674110.7664
000568.SZ,20250729,124.3,13.58,13.5611,3.6472,5.8649,5.8343,4.3444,5.4375,18296357.1823,18264159.0075
000568.SZ,20250728,124.04,13.5516,13.5327,3.6396,5.8527,5.8221,4.3535,5.4489,18258086.4432,18225955.6178
000568.SZ,20250725,124.83,13.6379,13.6189,3.6628,5.8899,5.8592,4.326,5.4145,18374370.6119,18342035.1481
000568.SZ,20250724,128.19,14.005,13.9855,3.7614,6.0485,6.0169,4.2126,5.2725,18868946.317,18835740.4921
000568.SZ,20250723,128.38,14.0258,14.0062,3.7669,6.0574,6.0258,4.2064,5.2647,18896913.3955,18863658.3538
000568.SZ,20250722,129.38,14.135,14.1153,3.7963,6.1046,6.0727,4.1739,5.224,19044108.5458,19010594.4681
000568.SZ,20250721,123.75,13.5199,13.5011,3.6311,5.839,5.8085,4.3637,5.4617,18215399.8496,18183344.1446
000568.SZ,20250718,124.8,13.6347,13.6156,3.6619,5.8885,5.8578,4.327,5.4158,18369954.7574,18337627.0646
000568.SZ,20250717,120.65,13.1813,13.1629,3.5401,5.6927,5.663,4.4759,5.6021,17759094.8837,17727842.1903
000568.SZ,20250716,120.69,13.1856,13.1672,3.5413,5.6946,5.6649,4.4744,5.6002,17764982.6897,17733719.6349
000568.SZ,20250715,118.95,12.9955,12.9774,3.4902,5.6125,5.5832,4.5398,5.6821,17508863.1282,17478050.796
000568.SZ,20250714,119.97,13.107,13.0887,3.5202,5.6606,5.6311,4.5012,5.6338,17659002.1815,17627925.6326
000568.SZ,20250711,119.1,13.0119,12.9938,3.4946,5.6196,5.5902,4.5341,5.675,17530942.4007,17500091.2131
000568.SZ,20250710,116.66,12.7453,12.7276,3.423,5.5044,5.4757,4.6289,5.7937,17171786.234,17141567.0942
000568.SZ,20250709,114.36,12.4941,12.4766,3.3556,5.3959,5.3677,4.722,5.9102,16833237.3883,16803614.0313
000568.SZ,20250708,114.0,12.4547,12.4374,3.345,5.3789,5.3508,4.737,5.9288,16780247.1342,16750717.0302
000568.SZ,20250707,113.23,12.3706,12.3533,3.3224,5.3426,5.3147,4.7692,5.9692,16666906.8685,16637576.2222
000568.SZ,20250704,113.93,12.4471,12.4297,3.3429,5.3756,5.3476,4.7399,5.9325,16769943.4737,16740431.5022
000568.SZ,20250703,112.9,12.3346,12.3173,3.3127,5.327,5.2992,4.7831,5.9866,16618332.4689,16589087.3045
000568.SZ,20250702,112.8,12.3236,12.3064,3.3098,5.3223,5.2945,4.7874,5.9919,16603612.9538,16574393.693
000568.SZ,20250701,112.5,12.2909,12.2737,3.301,5.3082,5.2804,4.8001,6.0079,16559454.4088,16530312.8588
000568.SZ,20250630,113.4,12.3892,12.3719,3.3274,5.3506,5.3227,4.762,5.9602,16691930.044,16662555.3616
000568.SZ,20250627,112.82,12.3258,12.3086,3.3104,5.3233,5.2955,4.7865,5.9908,16606556.8568,16577332.4153
000568.SZ,20250626,113.89,12.4427,12.4254,3.3418,5.3737,5.3457,4.7415,5.9346,16764055.6677,16734554.0576
000568.SZ,20250625,113.7,12.422,12.4046,3.3362,5.3648,5.3368,4.7495,5.9445,16736088.5891,16706636.1959
000568.SZ,20250624,114.23,12.4799,12.4624,3.3517,5.3898,5.3616,4.7274,5.9169,16814102.0188,16784512.3365
000568.SZ,20250623,113.76,12.4285,12.4112,3.338,5.3676,5.3396,4.747,5.9413,16744920.2981,16715452.3628
000568.SZ,20250620,114.1,12.4657,12.4483,3.3479,5.3836,5.3555,4.7328,5.9236,16794966.6492,16765410.6416
000568.SZ,20250619,111.01,12.1281,12.1111,3.2573,5.2379,5.2105,4.8645,6.0885,16340133.6348,16311378.0484
000568.SZ,20250618,110.32,12.0527,12.0359,3.237,5.2053,5.1781,4.895,6.1266,16238568.9811,16209992.1296
000568.SZ,20250617,109.98,12.0155,11.9988,3.227,5.1893,5.1622,4.9101,6.1455,16188522.63,16160033.8507
000568.SZ,20250616,108.8,11.8866,11.87,3.1924,5.1336,5.1068,4.9634,6.2122,16014832.3526,15986649.2358
000568.SZ,20250613,109.08,11.9172,11.9006,3.2006,5.1468,5.1199,4.9506,6.1963,16056046.9947,16027791.3478
000568.SZ,20250612,113.17,12.3641,12.3468,3.3206,5.3398,5.3119,4.7717,5.9723,16658075.1595,16628760.0553
000568.SZ,20250611,115.18,12.5837,12.5661,3.3796,5.4346,5.4062,4.6884,5.8681,16953937.4116,16924101.6451
000568.SZ,20250610,115.28,12.5946,12.577,3.3826,5.4393,5.4109,4.6844,5.863,16968656.9266,16938795.2565
000568.SZ,20250609,116.25,12.7006,12.6828,3.411,5.4851,5.4565,4.6453,5.8141,17111436.2224,17081323.2874
000568.SZ,20250606,116.14,12.6885,12.6708,3.4078,5.4799,5.4513,4.6497,5.8196,17095244.7558,17065160.3148
000568.SZ,20250605,116.25,12.7006,12.6828,3.411,5.4851,5.4565,4.6453,5.8141,17111436.2224,17081323.2874
000568.SZ,20250604,114.99,12.5629,12.5454,3.374,5.4256,5.3973,4.6962,5.8778,16925970.333,16896183.7834
000568.SZ,20250603,115.4,12.6077,12.5901,3.3861,5.445,5.4166,4.6795,5.8569,16986320.3446,16956427.5902
000568.SZ,20250530,116.92,12.7738,12.7559,3.4307,5.5167,5.4879,4.6187,5.7808,17210056.9731,17179770.484
000568.SZ,20250529,119.09,13.0108,12.9927,3.4943,5.6191,5.5898,4.5345,5.6754,17529470.4492,17498621.852
000568.SZ,20250528,119.0,13.001,12.9828,3.4917,5.6148,5.5855,4.5379,5.6797,17516222.8857,17485397.6017
000568.SZ,20250527,119.18,13.0207,13.0025,3.497,5.6233,5.594,4.5311,5.6711,17542718.0128,17511846.1023
000568.SZ,20250526,119.51,13.0567,13.0385,3.5067,5.6389,5.6095,4.5186,5.6555,17591292.4124,17560335.02
000568.SZ,20250523,121.84,13.3113,13.2927,3.575,5.7489,5.7188,4.4322,5.5473,17934257.1126,17902696.1663
000568.SZ,20250522,122.1,13.3397,13.3211,3.5827,5.7611,5.731,4.4227,5.5355,17972527.8516,17940899.556
000568.SZ,20250521,122.69,13.4041,13.3854,3.6,5.789,5.7587,4.4014,5.5089,18059372.9903,18027591.8635
